prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
16,0,128,4096,4091.83
16,0,128,5832,5823.54
16,0,128,8192,8253.36
16,0,128,8748,8880.19
16,0,128,13122,14145.4
16,0,128,16384,20989.7
16,16,0,0,7.968
16,16,1,16,7.95733
16,16,1,32,7.904
16,16,1,64,7.95733
16,16,1,128,9.63267
16,16,1,256,12.2247
16,16,1,512,17.2057
16,16,1,1024,27.5843
16,16,1,2048,48.576
16,16,1,4096,89.803
16,16,1,8192,172.427
16,16,1,16384,338.123
16,16,2,16,7.89333
16,16,2,32,7.90367
16,16,2,64,7.883
16,16,2,128,9.65333
16,16,2,256,12.2453
16,16,2,512,17.3973
16,16,2,1024,27.9787
16,16,2,2048,49.9207
16,16,2,4096,93.9627
16,16,2,8192,181.845
16,16,2,16384,357.995
16,16,4,16,7.798
16,16,4,32,7.872
16,16,4,64,8.04267
16,16,4,128,9.76
16,16,4,256,12.288
16,16,4,512,17.5787
16,16,4,1024,28.384
16,16,4,2048,51.222
16,16,4,4096,95.616
16,16,4,8192,184.619
16,16,4,16384,363.797
16,16,8,16,12.299
16,16,8,32,12.2773
16,16,8,64,12.4057
16,16,8,128,16.4053
16,16,8,256,21.76
16,16,8,512,32.288
16,16,8,1024,54.4107
16,16,8,2048,97.942
16,16,8,4096,184.182
16,16,8,8192,357.836
16,16,8,16384,716.972
16,16,16,16,16.394
16,16,16,32,16.4693
16,16,16,64,16.8107
16,16,16,128,23.712
16,16,16,256,31.7757
16,16,16,512,48.2023
16,16,16,1024,81.451
16,16,16,2048,146.069
16,16,16,4096,275.616
16,16,16,8192,539.841
16,16,16,16384,1084.43
16,16,32,16,28.3093
16,16,32,32,28.7363
16,16,32,64,29.3337
16,16,32,128,43.723
16,16,32,256,60.0967
16,16,32,512,92.3207
16,16,32,1024,156.288
16,16,32,2048,283.489
16,16,32,4096,540.022
16,16,32,8192,1097.33
16,16,32,16384,2175.93
16,16,64,16,51.659
16,16,64,32,52.0753
16,16,64,64,53.44
16,16,64,128,81.5147
16,16,64,256,111.968
16,16,64,512,174.454
16,16,64,1024,298.018
16,16,64,2048,538.573
16,16,64,4096,1202.88
16,16,64,8192,2462.68
16,16,64,16384,4906.25
16,16,128,16,94.6673
16,16,128,32,95.4243
16,16,128,64,98.7953
16,16,128,128,159.147
16,16,128,256,232.203
16,16,128,512,373.43
16,16,128,1024,645.421
